Datetime,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI_14,trend
2025-12-09 01:10:00+00:00,1.1642799377441406,1.16441547870636,1.1642799377441406,1.1642799377441406,0,1.1643575978979783,1.1643947375579076,46.66744826777144,BEARISH
2025-12-09 01:15:00+00:00,1.16441547870636,1.16441547870636,1.1642799377441406,1.1642799377441406,0,1.1643631103559196,1.1643955509362784,50.0,BEARISH
2025-12-09 01:20:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.16441547870636,0,1.1643680978178663,1.1643963324174582,42.855348282151446,BEARISH
2025-12-09 01:25:00+00:00,1.16441547870636,1.16441547870636,1.1641442775726318,1.16441547870636,0,1.1643726102834373,1.1643970832523172,50.0,BEARISH
2025-12-09 01:30:00+00:00,1.1645511388778689,1.1645511388778689,1.16441547870636,1.16441547870636,0,1.1643896130067166,1.1644031246493978,53.84875541125347,BEARISH
2025-12-09 01:35:00+00:00,1.16441547870636,1.1645511388778689,1.16441547870636,1.1645511388778689,0,1.1643920764066829,1.1644036091222199,46.15124458874653,BEARISH
2025-12-09 01:40:00+00:00,1.1645511388778689,1.1645511388778689,1.16441547870636,1.16441547870636,0,1.1644072252134625,1.1644093946028335,46.1548867095116,BEARISH
2025-12-09 01:45:00+00:00,1.164686679840088,1.164686679840088,1.1645511388778689,1.1645511388778689,0,1.1644338399398078,1.1644202685337064,58.335165237768685,BULLISH
2025-12-09 01:50:00+00:00,1.164958119392395,1.164958119392395,1.164686679840088,1.164686679840088,0,1.1644837713162446,1.1644413607242432,69.23649151280561,BULLISH
2025-12-09 01:55:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0,1.164528947323497,1.164461625770053,66.67399267397903,BULLISH
2025-12-09 02:00:00+00:00,1.1650937795639038,1.1650937795639038,1.164958119392395,1.164958119392395,0,1.1645827408702023,1.16448641611491,69.23857181497155,BULLISH
2025-12-09 02:05:00+00:00,1.1650937795639038,1.1650937795639038,1.1650937795639038,1.1650937795639038,0,1.1646314112219833,1.1645102342893803,81.82690002396559,BULLISH
2025-12-09 02:10:00+00:00,1.164958119392395,1.1650937795639038,1.164686679840088,1.1650937795639038,0,1.1646625262858321,1.1645277984110671,81.81382341190842,BULLISH
2025-12-09 02:15:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1646777466406668,1.1645393490620684,69.99121265379001,BULLISH
2025-12-09 02:20:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.164704448807498,1.1645557714279635,72.72146337567574,BULLISH
2025-12-09 02:25:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1647286079108214,1.16457154977951,69.99648567914414,BULLISH
2025-12-09 02:30:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1647504661471617,1.164586709372172,69.99648567914414,BULLISH
2025-12-09 02:35:00+00:00,1.164822340011597,1.1650937795639038,1.164686679840088,1.164822340011597,0,1.164757311277108,1.1645959497894045,63.62910310678872,BULLISH
2025-12-09 02:40:00+00:00,1.164822340011597,1.1655012369155884,1.164822340011597,1.164822340011597,0,1.1647635044899163,1.1646048278373338,59.99297197575986,BULLISH
2025-12-09 02:45:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.1647820392425332,1.1646186824081206,69.99297259312132,BULLISH
2025-12-09 02:50:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1647858774110154,1.164626668980806,59.991216512965444,BULLISH
2025-12-09 02:55:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.164802281409242,1.1646396670361625,59.99824361114532,BULLISH
2025-12-09 03:00:00+00:00,1.164958119392395,1.164958119392395,1.1645511388778689,1.164958119392395,0,1.1648171231219233,1.164652155363858,50.0,BULLISH
2025-12-09 03:05:00+00:00,1.164822340011597,1.164958119392395,1.1645511388778689,1.164958119392395,0,1.164817619968559,1.1646588292716127,44.44336032783888,BULLISH
2025-12-09 03:10:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1648310008660672,1.1646705661390944,44.4487804877968,BULLISH
2025-12-09 03:15:00+00:00,1.1650937795639038,1.1650937795639038,1.164958119392395,1.164958119392395,0,1.164856027408718,1.1646871627439888,50.0,BULLISH
2025-12-09 03:20:00+00:00,1.164958119392395,1.1650937795639038,1.164686679840088,1.164958119392395,0,1.1648657504547826,1.1646977884949066,50.0,BULLISH
2025-12-09 03:25:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0,1.16487454749646,1.16470799754971,55.556639672161126,BULLISH
2025-12-09 03:30:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.164958119392395,0,1.1648825067246442,1.1647178062494232,50.0,BULLISH
2025-12-09 03:35:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.1650937795639038,0,1.1648897079310967,1.1647272302942457,50.0,BULLISH
2025-12-09 03:40:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1648832919387633,1.1647309600870832,44.44336032783888,BULLISH
2025-12-09 03:45:00+00:00,1.164822340011597,1.164822340011597,1.164686679840088,1.164822340011597,0,1.164877486993319,1.1647345436135348,50.0,BULLISH
2025-12-09 03:50:00+00:00,1.164822340011597,1.164822340011597,1.164686679840088,1.164686679840088,0,1.1648722348998215,1.1647379866095373,50.0,BULLISH
2025-12-09 03:55:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1648804143753047,1.1647466192676885,50.0,BULLISH
2025-12-09 04:00:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1648878148531228,1.164754913390226,57.14464935390458,BULLISH
2025-12-09 04:05:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1648945105235295,1.1647628822530562,50.0,BULLISH
2025-12-09 04:10:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.1649005685110405,1.1647705386114617,50.0,BULLISH
2025-12-09 04:15:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.16490604954736,1.164777894720518,60.00351308623973,BULLISH
2025-12-09 04:20:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1648980772106206,1.1647796376731094,39.99648691376027,BULLISH
2025-12-09 04:25:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.1649037955136465,1.1647866369562188,40.00702493851871,BULLISH
2025-12-09 04:30:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164822340011597,0,1.1648960378467847,1.1647880370760375,39.99999999999999,BULLISH
2025-12-09 04:35:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.164901950374938,1.1647947069707967,50.0,BULLISH
2025-12-09 04:40:00+00:00,1.164822340011597,1.164958119392395,1.164822340011597,1.164958119392395,0,1.1648943684355721,1.1647957906194557,42.857142857142854,BULLISH
2025-12-09 04:45:00+00:00,1.164686679840088,1.164822340011597,1.164686679840088,1.164822340011597,0,1.1648745885693357,1.1647915117653629,37.50411590383716,BULLISH
2025-12-09 04:50:00+00:00,1.164822340011597,1.164822340011597,1.164822340011597,1.164822340011597,0,1.1648696125162177,1.1647927207161957,50.0,BULLISH
2025-12-09 04:55:00+00:00,1.164958119392395,1.165229558944702,1.164958119392395,1.164958119392395,0,1.1648780417425202,1.1647992069387918,55.55663967215911,BULLISH
2025-12-09 05:00:00+00:00,1.164958119392395,1.1650937795639038,1.164958119392395,1.1650937795639038,0,1.1648856681853654,1.1648054387997175,55.55663967215911,BULLISH
2025-12-09 05:05:00+00:00,1.164958119392395,1.164958119392395,1.164958119392395,1.164958119392395,0,1.1648925683003206,1.1648114262739402,50.0,BULLISH
2025-12-09 05:10:00+00:00,1.164958119392395,1.164958119392395,1.164822340011597,1.164822340011597,0,1.1648988112614704,1.1648171789452522,50.0,BULLISH
